SPM (Spatial Population Model)
Call: ..\..\Build\windows\spm -m -q -g 0 
Date: Wed Apr 22 15:15:32 2020
v2.0.2-2020-04-21 (rev. 2020-04-21 11:34:49 UTC). Copyright (c) 2008-2020, NIWA
User name: alist
Machine name: HP1040 (Windows_NT, PID=7088)

[MCMC]
report.type: MCMC
Original covariance matrix:
1.4961e-09 -2.82829 6.40937e-06 3.33788e-06
-2.82829 5.83449e+09 -6405.03 -3098.06
6.40937e-06 -6405.03 0.211802 0.158556
3.33788e-06 -3098.06 0.158556 0.24515
Proposal distribution covariance matrix:
1e-06 -61.1071 0.000165705 8.62958e-05
-73.1213 5.83449e+09 -6405.03 -3098.06
0.000165705 -6405.03 0.211802 0.158556
8.62958e-05 -3098.06 0.158556 0.24515
Cholesky decomposition matrix:
0.001 0 0 0
-73121.3 22085.5 0 0
0.165705 0.258609 0.342732 0
0.0862958 0.145435 0.311163 0.346019
MCMC objective function values:
iteration score penalty prior likelihood acceptance_rate acceptance_rate_since_adapt stepsize
4.50144e-05 795719 8.07798 3.51897
5.03063e-05 783307 8.2125 3.78839
4.37359e-05 833093 8.5264 3.76414
4.43761e-05 858634 8.67012 4.06002
4.57209e-05 883819 8.76487 3.27693
4.52247e-05 871943 8.77211 3.06641
4.94534e-05 847869 8.2148 2.48617
5.38536e-05 800551 8.39149 2.58474
4.96496e-05 824789 8.45535 2.80956
4.49941e-05 822475 8.05338 2.57553
4.21809e-05 827208 8.18693 2.75259
4.56146e-05 803464 8.2796 3.04357
5.17921e-05 808467 8.45429 3.3491
4.76895e-05 821669 8.04686 2.5355
4.4048e-05 810874 8.0062 2.2774
4.55371e-05 804944 7.95101 2.52804
4.70982e-05 812014 8.25035 2.90195
4.54481e-05 861372 8.72944 3.22145
4.21922e-05 867506 8.79929 3.39959
4.98784e-05 862142 8.29599 2.97854
4.70701e-05 840658 8.55558 3.55143
4.67502e-05 817481 8.20471 3.20929
4.96008e-05 828143 9.06135 3.58709
4.73971e-05 815877 8.53245 3.64038
4.89963e-05 824390 8.38538 2.70469
5.11177e-05 825503 8.46076 2.77358
4.77634e-05 818436 8.29053 2.77887
5.04879e-05 798162 8.70541 2.70768
5.27916e-05 784194 8.84697 3.63035
5.19183e-05 779792 8.95244 3.22542
5.03926e-05 752998 8.515 2.98717
4.93347e-05 750885 8.70592 3.24405
6.12498e-05 753703 8.80478 3.23459
5.69203e-05 766412 8.31108 2.86256
5.17764e-05 757391 8.23149 3.16091
5.45441e-05 763128 8.38207 3.17669
4.60394e-05 753073 8.10036 3.01542
5.47297e-05 739526 8.13353 3.19822
5.45733e-05 750264 8.31354 3.09184
4.67992e-05 775689 8.59652 3.15854
4.93318e-05 772812 8.36329 2.94087
5.36135e-05 771224 8.52503 3.01502
5.5407e-05 749349 8.40104 2.75197
5.2348e-05 752536 8.28331 2.66632
5.29947e-05 756185 8.48033 3.12193
4.70883e-05 735825 8.21364 3.13442
5.33689e-05 744199 8.66726 3.84792
5.18504e-05 740219 8.81325 3.8372
5.09087e-05 735144 8.47476 3.45711
5.78104e-05 750751 8.5315 3.34999
5.42741e-05 741164 8.36571 3.63404
5.13959e-05 745690 8.71732 3.84932
5.88175e-05 764136 9.04426 3.77367
5.71658e-05 760387 9.13595 3.77424
5.49862e-05 699360 8.03355 2.9651
5.77846e-05 777749 9.01675 3.48489
5.77166e-05 787941 9.11776 3.58081
5.27672e-05 774914 8.64824 3.25824
4.37431e-05 763603 8.39377 3.36825
5.52746e-05 757401 8.62797 3.85149
5.10705e-05 760286 8.56186 3.92897
5.10079e-05 845622 9.30727 4.12504
5.14478e-05 845280 9.47124 4.31788
5.20318e-05 833711 9.27465 4.36812
4.94191e-05 849197 8.98714 4.20826
4.06919e-05 871056 8.567 3.57775
4.87955e-05 865182 8.93137 3.72769
4.12058e-05 852775 8.52595 3.31876
4.65485e-05 844425 7.93115 2.71927
4.81834e-05 820164 7.7334 2.62716
4.58339e-05 813189 7.38803 2.2981
3.95406e-05 829561 7.93251 2.7868
4.82493e-05 825594 8.1376 2.89796
5.18898e-05 839339 8.42053 3.08673
5.07972e-05 834238 8.29592 2.80596
4.99894e-05 839197 8.44383 2.89546
4.53716e-05 833080 7.88129 2.47204
4.58606e-05 848075 8.15074 2.59556
5.05904e-05 857414 8.23679 2.74417
4.97011e-05 797864 7.77492 2.65994
4.53462e-05 795863 7.75481 2.66937
4.74443e-05 781256 7.75303 2.53935
4.89019e-05 792783 8.10301 3.03068
4.60236e-05 752346 7.82138 3.27056
4.84038e-05 760173 8.45854 3.87587
5.33754e-05 773103 8.66661 4.04667
5.23179e-05 768172 8.74831 4.21497
4.8529e-05 790819 8.73755 3.89805
4.36164e-05 789433 8.62392 3.93007
5.297e-05 795057 8.7975 3.71159
5.28855e-05 780477 8.60553 3.57546
5.6287e-05 753587 8.58767 3.45652
4.95877e-05 757565 7.97564 3.16943
4.64336e-05 756986 7.69986 2.47466
5.01292e-05 753775 7.48379 2.46537
4.495e-05 859207 8.50998 3.25312
5.06224e-05 855910 8.89491 3.64
4.82993e-05 866645 9.03281 3.90056
6.11377e-05 846891 8.99175 3.68721
4.6325e-05 828518 8.48573 3.69098
4.48901e-05 829837 8.49016 3.71576
4.93235e-05 818492 8.31173 3.52399
4.45621e-05 812494 7.76511 2.65149
4.02966e-05 796335 7.56826 2.33034
4.93629e-05 810686 8.6706 3.4152
4.49431e-05 806530 8.2546 3.35198
5.11467e-05 826258 8.77168 3.80892
5.18175e-05 795291 8.48132 3.37946
5.45118e-05 799159 8.67199 3.64601
4.5872e-05 800003 8.34596 3.21272
5.12223e-05 793868 8.28912 3.39835
4.44953e-05 810159 8.66342 4.17968
5.05352e-05 791852 8.09377 3.36111
4.82499e-05 778785 7.9495 3.20613
4.62793e-05 778650 7.83804 2.78415
4.71247e-05 814330 7.80745 2.71994
4.46263e-05 805673 7.9567 2.89734
5.2082e-05 793657 7.79349 2.1791
4.83501e-05 803564 8.21473 2.4921
5.07573e-05 796616 8.03123 2.65326
4.49762e-05 802122 8.00016 2.71347
4.73144e-05 830137 8.27797 3.00553
4.547e-05 835045 8.14819 2.41537
4.55284e-05 830813 8.2405 2.70614
4.60141e-05 826335 8.32726 2.38196
4.69201e-05 826789 8.27022 2.40069
5.41894e-05 811094 8.6896 3.13623
5.45991e-05 798071 8.41589 3.01079
5.25283e-05 803813 8.67328 3.49364
5.29635e-05 810610 8.69839 3.63189
5.02813e-05 843281 9.19565 4.02158
5.26928e-05 839969 9.0341 3.88236
4.83775e-05 843811 9.18294 3.71287
5.04476e-05 833331 8.51373 2.90866
5.60518e-05 827088 8.42261 2.64529
4.6237e-05 844938 8.7912 3.05921
5.14174e-05 803459 8.33467 3.14729
4.99676e-05 799461 8.25702 3.03544
4.57722e-05 809621 8.67226 3.46561
5.43173e-05 808735 8.44859 3.19847
4.74748e-05 812268 8.80409 3.21164
4.50274e-05 812457 8.74581 3.48645
5.01738e-05 811529 8.58297 3.16222
5.10389e-05 789552 8.60142 3.27336
4.6468e-05 802870 8.39009 3.19931
4.86899e-05 799435 8.32088 2.9618
4.51093e-05 802416 8.29361 3.38444
5.45395e-05 784751 8.52937 3.49382
4.97372e-05 796918 8.85251 3.81391
5.3191e-05 788604 8.62553 3.26331
5.27571e-05 807741 9.02394 3.72633
5.7051e-05 800004 8.89072 3.66238
5.18076e-05 758892 8.41265 3.48936
5.18243e-05 761402 8.28751 3.47685
4.75701e-05 841599 9.08181 3.61998
4.64981e-05 850472 8.7291 3.1049
5.16916e-05 855466 8.85469 3.74477
4.65714e-05 841721 8.54682 3.402
4.58707e-05 828023 8.42095 3.58318
4.7516e-05 813592 8.37709 3.28272
4.77154e-05 810309 8.10506 2.97703
5.41519e-05 791674 8.494 3.09675
4.89005e-05 732074 7.70347 2.67444
5.29261e-05 721946 8.15543 3.30507
5.13719e-05 737682 8.38775 3.46673
5.89949e-05 745500 8.73698 3.84567
5.63837e-05 746282 8.28701 3.66075
5.42225e-05 751079 8.51646 3.90621
5.20724e-05 757170 8.53279 3.85615
5.04927e-05 778089 8.80434 3.95746
5.05107e-05 774274 8.81738 4.04326
5.94763e-05 752780 9.11977 4.54969
5.51923e-05 735709 9.12936 4.56186
5.42155e-05 771731 8.7614 3.92827
5.30553e-05 764962 8.88025 4.16802
5.07552e-05 764612 8.33228 3.44377
5.11761e-05 773720 8.52735 3.37304
5.12206e-05 777274 8.61689 3.43235
5.6176e-05 777708 9.24932 3.91606
5.89992e-05 717437 8.26088 3.39931
5.33705e-05 703641 8.09131 2.82922
5.30937e-05 704258 7.97742 2.54076
5.67085e-05 702140 8.52992 3.03688
5.41743e-05 690628 8.09673 2.82208
5.35762e-05 698550 8.27884 3.06745
5.33789e-05 708756 8.18272 2.78958
4.93746e-05 710589 7.80314 2.90524
5.90907e-05 723055 8.30428 3.27717
5.70903e-05 731861 8.39181 3.20843
5.83514e-05 727310 8.46439 3.31535
5.19959e-05 717345 8.41982 3.21729
5.54662e-05 747333 8.3406 3.44177
5.43338e-05 752980 8.2232 3.54689
5.45461e-05 753128 8.32925 3.51492
4.53714e-05 720785 8.00304 2.92203
5.15296e-05 718507 7.67622 2.44038
5.23508e-05 722349 8.06147 2.67638
5.53898e-05 733005 8.27617 2.76509
6.0537e-05 716780 8.26869 2.52878
6.24131e-05 677517 8.26827 3.06603
5.20435e-05 683917 8.22628 2.93244
5.94073e-05 708213 8.15267 2.7022
5.29099e-05 719994 8.23502 2.71814
5.46577e-05 722965 8.67524 3.44695
5.65289e-05 714855 8.68398 3.47144
5.95874e-05 723882 8.30203 3.04449
5.67264e-05 728661 8.2218 3.08599
5.15826e-05 715198 8.02771 3.14579
4.76539e-05 742680 7.78566 2.8932
5.38107e-05 744363 7.88089 2.98807
5.22239e-05 750352 8.13996 2.97167
4.88169e-05 741003 8.04605 3.03393
5.74071e-05 771964 8.55353 3.40148
5.72352e-05 748860 8.46917 3.20562
5.42428e-05 760620 8.65771 3.61761
5.46511e-05 735584 8.74907 3.68884
4.92294e-05 756935 8.81445 3.59578
5.7018e-05 741084 8.1418 3.14768
5.26231e-05 763387 8.63227 3.83544
4.93308e-05 749023 8.40891 3.1827
6.00862e-05 771120 8.64571 3.43147
5.82531e-05 756605 9.02398 4.19908
5.38353e-05 756712 8.656 3.76805
4.76237e-05 771589 8.61192 2.89944
5.67703e-05 755822 8.6358 3.30981
5.60972e-05 741220 8.57969 3.23499
5.26775e-05 744469 8.56375 3.45907
5.49198e-05 758742 8.57758 3.37812
5.6744e-05 760263 8.95933 3.69087
5.89662e-05 764975 9.01306 3.30794
4.88618e-05 762192 8.42613 3.02677
5.1153e-05 748612 8.30836 3.39543
5.37122e-05 729421 8.19056 2.82973
4.70293e-05 729777 7.9453 2.64454
5.76393e-05 706646 7.87833 2.6915
4.99066e-05 697470 7.99409 2.97983
4.95916e-05 705661 8.31309 3.32455
5.57651e-05 729490 8.79593 3.54239
5.35304e-05 707536 8.21845 2.99475
5.40555e-05 700119 7.90033 2.72771
5.08477e-05 717439 7.95935 2.27242
5.80512e-05 710628 7.8709 3.11098
5.31462e-05 705076 7.93927 3.17585
5.52285e-05 711380 8.23713 3.33262
5.93476e-05 726014 8.37957 3.16295
6.36266e-05 716095 8.74604 3.33393
5.41152e-05 728019 8.41993 2.56721
5.86148e-05 711492 8.18806 2.68269
5.35207e-05 718466 8.16178 2.91777
5.3849e-05 718881 8.32057 2.89209
5.43083e-05 725382 8.40164 3.21594
5.2434e-05 688118 7.86178 3.03856
4.90796e-05 698269 7.93985 3.18038
4.99312e-05 681276 7.654 3.5851
5.49692e-05 668020 7.90983 3.4662
5.86661e-05 654872 7.57246 3.02938
5.3094e-05 665397 7.29669 3.0743
5.45976e-05 667322 7.16091 3.22724
5.2553e-05 669422 7.25793 3.16297
4.76057e-05 678483 7.08605 2.60894
5.21338e-05 688838 7.46288 2.91235
5.8796e-05 686558 8.16547 3.39702
6.46926e-05 673709 8.3329 2.67854
6.04097e-05 670408 8.33304 2.88169
5.30203e-05 695607 8.28742 3.11007
6.00183e-05 671664 8.00812 2.50299
5.84361e-05 655777 8.03555 2.69048
5.46767e-05 680954 8.1007 2.59753
5.89305e-05 696936 8.18089 2.57115
6.13598e-05 698393 8.18104 3.26065
6.08404e-05 714114 8.12558 3.05398
5.76903e-05 718467 8.09736 3.06121
5.89933e-05 722462 8.26218 2.79728
5.52555e-05 708870 8.45579 3.35357
5.23098e-05 699832 8.14335 2.97326
5.32611e-05 694596 7.99042 2.83772
5.83819e-05 671688 7.76963 2.7005
5.83799e-05 672934 8.2719 3.46477
6.51429e-05 680814 8.64312 3.28126
6.57215e-05 686533 8.78996 3.29636
7.39903e-05 669258 8.76839 3.16594
5.50029e-05 666377 7.63113 2.51727
5.64969e-05 657536 7.48025 2.33035
5.45655e-05 693350 8.09635 2.81403
5.54237e-05 688191 7.76704 2.569
5.75304e-05 685406 8.05254 2.85658
5.2481e-05 698895 7.93311 3.00589
5.53508e-05 689851 7.98448 3.01336
4.79841e-05 699893 7.96061 2.87891
5.66459e-05 693004 7.654 3.33052
5.40243e-05 692165 7.83029 3.40717
4.44608e-05 711040 7.54949 3.16708
5.72145e-05 736975 7.99987 3.74674
4.90739e-05 736843 8.0389 3.95382
4.7357e-05 733681 7.96321 3.64129
5.62403e-05 757087 8.63579 3.72734
5.37718e-05 746672 8.59117 3.93457
5.78289e-05 713765 8.04912 3.42499
5.019e-05 704111 8.09843 3.38636
5.58217e-05 703028 8.28857 3.8417
5.17776e-05 715713 8.3861 3.81786
4.62514e-05 726820 8.2625 3.50167
5.07995e-05 747576 8.412 3.33093
5.59058e-05 750431 8.1247 2.86679
4.72958e-05 750437 8.41859 3.19351
5.63704e-05 730585 7.82908 2.73148
5.19164e-05 724931 7.45658 2.18383
4.3941e-05 759709 7.71167 2.65582
5.49778e-05 770297 8.14686 2.80923
4.90952e-05 759146 8.03299 2.75811
4.73788e-05 773823 7.85844 2.59823
5.2333e-05 764631 8.39237 2.89983
5.19003e-05 758215 8.39638 2.79551
5.48351e-05 718787 8.06939 2.79879
5.52183e-05 753654 8.39868 2.95279
5.00412e-05 772929 8.30104 2.66633
4.87934e-05 755210 8.13103 2.98683
4.76249e-05 714360 7.44747 2.3466
4.88704e-05 703195 7.17885 2.17103
4.3793e-05 717228 7.2204 2.6737
5.04181e-05 723068 7.80922 3.57357
5.18894e-05 735757 7.90491 3.5576
5.06215e-05 752708 8.00929 3.60784
4.70339e-05 785007 8.30588 3.38222
4.50206e-05 791911 8.22072 3.4946
4.84897e-05 802054 8.32573 3.22547
4.72336e-05 817557 8.35655 3.28498
4.95784e-05 839065 8.37749 3.35188
5.54867e-05 824544 8.01626 3.05989
5.12616e-05 822327 8.08258 2.99314
4.8717e-05 808530 7.84106 2.40282
4.886e-05 808173 8.17101 2.95617
4.32149e-05 804201 7.93284 2.44356
4.29196e-05 808263 8.29628 2.98337
4.84957e-05 792820 8.2919 3.25751
5.10824e-05 825871 8.69207 3.28421
4.35697e-05 825326 8.13083 2.74479
4.9036e-05 844259 8.27659 2.98819
4.94214e-05 832831 8.38727 3.348
4.91439e-05 831579 8.31237 3.48565
4.96659e-05 826862 8.37487 3.35359
4.71138e-05 832456 8.70731 3.75613
4.42956e-05 828890 8.68841 3.76483
4.75409e-05 816424 8.43749 3.41657
4.90295e-05 815150 8.40537 3.23041
5.60884e-05 815116 8.70118 3.91239
4.67244e-05 831560 8.88825 3.93005
4.53335e-05 816228 8.38216 3.00175
4.44323e-05 807689 8.12669 2.8578
5.22125e-05 801875 8.42572 3.04988
5.01972e-05 782133 8.05191 2.56783
4.70209e-05 771091 7.85051 3.04605
4.79247e-05 766376 7.81769 2.90098
5.07129e-05 770674 7.90669 3.10414
4.20681e-05 786867 7.37316 2.58681
4.42282e-05 801783 7.86611 2.56224
4.91391e-05 819508 8.23933 2.89282
4.63248e-05 815807 8.04955 2.70294
4.30364e-05 817344 8.17112 2.86188
4.32274e-05 813716 7.943 2.43017
4.32318e-05 808074 7.83998 2.2699
4.78039e-05 798204 7.99846 2.63246
4.59695e-05 810584 8.17273 3.0246
4.64584e-05 806580 8.22688 3.21975
4.72704e-05 822781 8.25214 3.19925
5.37132e-05 818702 8.56957 3.01266
4.86776e-05 826622 8.74152 3.32058
4.30823e-05 833053 8.42607 3.37503
4.88044e-05 848870 8.60352 3.41266
4.99305e-05 842056 8.91699 3.56742
5.30342e-05 798153 8.23346 3.10201
4.44262e-05 822125 8.21715 2.91585
4.14528e-05 822475 7.92731 2.88687
4.66757e-05 848803 8.44881 3.32054
5.14321e-05 891727 9.15513 3.65073
4.90433e-05 911501 9.17211 3.99961
4.30224e-05 881194 8.3757 3.28116
4.84048e-05 833766 7.97845 2.96224
4.34006e-05 831231 8.62114 3.79775
5.43187e-05 833470 8.6239 3.51393
4.36165e-05 804299 8.64998 3.55366
4.51035e-05 820299 8.45778 3.30421
4.75679e-05 825862 8.59105 3.2107
4.85454e-05 815288 8.38345 3.1864
4.64626e-05 806899 8.47496 3.40338
5.22274e-05 775458 7.85226 2.95906
4.61321e-05 789617 7.80884 2.63739
4.74211e-05 805268 8.32064 3.26692
5.12965e-05 840758 8.86725 3.11195
5.107e-05 836460 8.88382 3.02954
4.65592e-05 834884 8.59731 2.63981
4.90918e-05 822129 8.58475 2.98215
4.90441e-05 852026 8.74842 2.98151
4.97615e-05 847634 8.70856 2.82307
5.26484e-05 829501 8.33278 3.28406
5.19779e-05 847627 8.86364 3.80677
5.04146e-05 866844 8.73016 3.54474
4.72514e-05 858836 8.8249 3.57349
4.34763e-05 880465 8.88002 3.60644
4.62643e-05 880936 8.36192 3.00363
4.57219e-05 886002 8.33536 3.2698
4.64933e-05 876611 8.87641 3.45746
4.64003e-05 812030 8.0526 3.22778
4.59152e-05 840707 8.19763 3.30658
5.45847e-05 823913 8.1678 3.05182
4.62738e-05 805163 8.22208 2.64638
5.08226e-05 799222 8.1193 2.8912
4.25795e-05 793499 8.11355 2.99192
4.51196e-05 779518 7.6389 2.56804
4.77902e-05 773581 7.91235 2.54014
5.31905e-05 763508 8.05107 2.59673
4.53145e-05 740127 7.7039 3.19885
4.67567e-05 742077 7.7878 3.35748
4.75792e-05 772255 8.13084 3.18884
5.2819e-05 787463 8.19923 2.87404
4.94807e-05 804952 7.84836 2.14114
4.33374e-05 820436 8.26019 2.60333
4.65317e-05 815985 7.92888 2.55298
4.97619e-05 825530 8.03206 2.82988
4.38331e-05 819618 7.80228 2.59906
5.31028e-05 832861 8.38772 3.30542
4.78612e-05 819563 8.34607 3.08926
4.66105e-05 814671 8.04985 3.14345
4.87937e-05 814785 8.18948 3.39711
4.51646e-05 812358 8.23865 3.35739
4.5043e-05 799321 8.04422 2.78008
5.0663e-05 781720 7.82802 2.76909
5.00558e-05 771733 8.20619 3.09964
4.75404e-05 778674 8.20779 3.09839
5.41661e-05 765581 8.84225 3.75399
5.611e-05 789768 9.40683 4.25
6.46061e-05 807184 9.72044 4.93391
6.67425e-05 779988 9.43219 4.50717
5.18774e-05 756540 8.76018 3.57863
5.50008e-05 741602 8.91427 3.36256
5.57695e-05 715554 8.49116 3.89777
5.59739e-05 709407 8.45004 3.61541
5.5742e-05 675384 8.13152 3.33512
5.36374e-05 674772 8.00972 3.22832
5.65334e-05 676813 7.99145 3.32956
5.29456e-05 832765 9.78307 4.5401
4.74373e-05 828894 8.49385 3.62394
4.98121e-05 819903 8.15045 3.62056
5.11899e-05 810340 8.20529 3.36841
4.54506e-05 798592 7.95783 3.16248
5.18785e-05 807426 8.37773 3.30379
5.56951e-05 789799 8.57153 3.40099
4.53475e-05 827775 9.01542 3.73672
5.72169e-05 820712 9.03679 3.71751
5.33906e-05 836583 9.14369 3.88374
4.85484e-05 795044 8.75979 3.78046
5.81134e-05 766335 8.71365 3.76885
5.05899e-05 769702 8.34025 3.15248
5.10724e-05 774146 8.31444 2.8182
5.22652e-05 767346 8.25297 2.82088
5.18816e-05 766406 8.0531 2.82816
5.41559e-05 770628 8.14924 3.21103
5.50813e-05 791700 8.41843 3.09087
5.58901e-05 814381 8.64035 2.7064
5.03303e-05 817851 8.50018 2.67738
5.90149e-05 812170 8.85496 3.74502
5.09511e-05 837284 9.24223 3.74783
5.19561e-05 826263 8.67517 3.57988
5.32146e-05 731896 7.80715 3.10078
4.88652e-05 738579 7.89568 3.23192
4.96079e-05 759583 7.91393 3.11057
4.20095e-05 768228 7.86647 2.61618
5.05759e-05 778726 8.61814 3.44867
5.38381e-05 773461 8.75329 3.59552
5.10665e-05 775505 8.7852 3.47
5.07748e-05 770443 8.35554 3.3658
5.10305e-05 790105 8.86855 3.55454
4.77812e-05 788249 8.50799 2.94993
5.10607e-05 786742 8.42215 2.76971
4.96537e-05 785036 8.35007 3.28687
5.13846e-05 779814 8.39786 3.38129
5.03984e-05 778477 8.27552 3.63535
5.13903e-05 767311 8.00518 3.10358
5.24227e-05 758569 7.58169 2.71506
5.55064e-05 769718 7.8308 2.81298
5.00207e-05 778827 7.98251 2.98094
4.81364e-05 775717 7.81873 3.13261
5.09276e-05 782095 8.0408 3.2749
5.04478e-05 766829 7.74008 2.87212
4.76267e-05 787840 8.15711 3.55176
4.88102e-05 794609 7.8231 3.18379
5.36247e-05 769632 7.85684 3.30629
5.00555e-05 809973 8.33625 3.5853
5.43178e-05 799714 8.66557 3.73061
4.9663e-05 797018 8.57854 3.67644
5.25059e-05 795214 8.70542 3.30207
5.17947e-05 789031 8.81376 3.59935
4.86301e-05 780644 8.66151 3.46782
4.76436e-05 767672 7.96563 2.991
5.19012e-05 771523 8.36541 3.27382
4.95274e-05 773623 8.38926 3.44485
4.97357e-05 798245 8.30721 3.46322
5.02917e-05 790179 8.25985 3.2247
4.98891e-05 774672 8.30437 2.94346
4.55335e-05 809944 8.66606 3.23178
5.02387e-05 799012 8.34254 2.97395
5.1727e-05 779465 8.20579 3.28144
4.74918e-05 779888 8.16976 3.32346
4.69923e-05 774728 8.07957 3.14897
4.9896e-05 782754 8.12976 3.21856
4.97162e-05 792464 8.26765 3.18795
5.09306e-05 789656 8.39055 3.35821
4.91324e-05 768535 8.21565 2.8431
5.82734e-05 763943 8.28882 2.81066
*end

Completed
